,Unnamed: 0,CRSDep,CRSDepRound,ActDep,DepDelay,Origin,Dest,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Temp,DewPoint,RelHumidity,Precip,WindDir,WindSpeed,AirPressure
83337,83337,2008-06-22 08:19:00,2008-06-22 08:00:00,2008-06-22 08:20:00,1,ORD,AUS,,,,,,16.7,11.6,72.0,0.0,,0.0,1012.6
83335,83335,2008-06-22 08:00:00,2008-06-22 08:00:00,2008-06-22 08:13:00,13,ORD,ATW,19.0,0.0,0.0,0.0,0.0,16.7,11.6,72.0,0.0,,0.0,1012.6
83344,83344,2008-06-22 07:58:00,2008-06-22 08:00:00,2008-06-22 08:02:00,4,ORD,CAK,0.0,17.0,0.0,0.0,0.0,16.7,11.6,72.0,0.0,,0.0,1012.6
83342,83342,2008-06-22 09:00:00,2008-06-22 09:00:00,2008-06-22 09:01:00,1,ORD,CAE,,,,,,14.4,11.2,81.0,0.0,240.0,5.4,1012.6
83338,83338,2008-06-22 08:36:00,2008-06-22 09:00:00,2008-06-22 08:42:00,6,ORD,BHM,,,,,,14.4,11.2,81.0,0.0,240.0,5.4,1012.6
83359,83359,2008-06-22 08:37:00,2008-06-22 09:00:00,2008-06-22 08:38:00,1,ORD,MHT,0.0,0.0,37.0,0.0,1.0,14.4,11.2,81.0,0.0,240.0,5.4,1012.6
83352,83352,2008-06-22 09:43:00,2008-06-22 10:00:00,2008-06-22 10:00:00,17,ORD,COS,24.0,0.0,0.0,0.0,0.0,15.6,11.2,75.0,0.0,,0.0,1012.5
83361,83361,2008-06-22 10:07:00,2008-06-22 10:00:00,2008-06-22 10:22:00,15,ORD,MLI,,,,,,15.6,11.2,75.0,0.0,,0.0,1012.5
83776,83776,2008-06-22 10:10:00,2008-06-22 10:00:00,2008-06-22 10:10:00,0,ORD,CVG,,,,,,15.6,11.2,75.0,0.0,,0.0,1012.5
83351,83351,2008-06-22 11:30:00,2008-06-22 11:00:00,2008-06-22 11:53:00,23,ORD,CLT,,,,,,15.0,11.2,78.0,0.0,260.0,7.6,1012.6
85412,85412,2008-06-22 10:55:00,2008-06-22 11:00:00,2008-06-22 10:55:00,0,ORD,LEX,,,,,,15.0,11.2,78.0,0.0,260.0,7.6,1012.6
85427,85427,2008-06-22 11:19:00,2008-06-22 11:00:00,2008-06-22 11:21:00,2,ORD,CMH,2.0,0.0,22.0,0.0,0.0,15.0,11.2,78.0,0.0,260.0,7.6,1012.6
82410,82410,2008-06-22 12:10:00,2008-06-22 12:00:00,2008-06-22 12:40:00,30,ORD,IAH,27.0,0.0,0.0,0.0,0.0,18.3,11.1,63.0,0.0,,0.0,1012.8
83373,83373,2008-06-22 11:45:00,2008-06-22 12:00:00,2008-06-22 12:34:00,49,ORD,SPI,0.0,0.0,0.0,0.0,42.0,18.3,11.1,63.0,0.0,,0.0,1012.8
83368,83368,2008-06-22 11:59:00,2008-06-22 12:00:00,2008-06-22 11:59:00,0,ORD,SBN,0.0,0.0,18.0,0.0,0.0,18.3,11.1,63.0,0.0,,0.0,1012.8
85367,85367,2008-06-22 13:15:00,2008-06-22 13:00:00,2008-06-22 13:20:00,5,ORD,SLC,,,,,,17.0,11.9,72.0,,130.0,7.6,
83375,83375,2008-06-22 13:10:00,2008-06-22 13:00:00,2008-06-22 13:33:00,23,ORD,TVC,,,,,,17.0,11.9,72.0,,130.0,7.6,
83336,83336,2008-06-22 13:16:00,2008-06-22 13:00:00,2008-06-22 13:53:00,37,ORD,AUS,0.0,0.0,0.0,0.0,27.0,17.0,11.9,72.0,,130.0,7.6,
85365,85365,2008-06-22 13:51:00,2008-06-22 14:00:00,2008-06-22 15:06:00,75,ORD,CVG,0.0,0.0,5.0,0.0,75.0,19.4,12.2,63.0,,,0.0,1012.6
83340,83340,2008-06-22 14:15:00,2008-06-22 14:00:00,2008-06-22 14:45:00,30,ORD,CAE,23.0,0.0,0.0,0.0,0.0,19.4,12.2,63.0,,,0.0,1012.6
83339,83339,2008-06-22 14:05:00,2008-06-22 14:00:00,2008-06-22 14:21:00,16,ORD,BNA,15.0,0.0,0.0,0.0,0.0,19.4,12.2,63.0,,,0.0,1012.6
83332,83332,2008-06-22 14:47:00,2008-06-22 15:00:00,2008-06-22 15:31:00,44,ORD,ABE,37.0,0.0,0.0,0.0,0.0,22.8,11.2,48.0,0.0,,7.6,1012.9
83362,83362,2008-06-22 14:45:00,2008-06-22 15:00:00,2008-06-22 15:32:00,47,ORD,MLI,0.0,0.0,40.0,0.0,0.0,22.8,11.2,48.0,0.0,,7.6,1012.9
83354,83354,2008-06-22 14:40:00,2008-06-22 15:00:00,2008-06-22 15:00:00,20,ORD,CWA,0.0,0.0,2.0,0.0,20.0,22.8,11.2,48.0,0.0,,7.6,1012.9
83356,83356,2008-06-22 16:19:00,2008-06-22 16:00:00,2008-06-22 17:06:00,47,ORD,MBS,0.0,0.0,17.0,0.0,47.0,23.9,11.6,46.0,0.0,180.0,5.4,1012.4
83355,83355,2008-06-22 15:58:00,2008-06-22 16:00:00,2008-06-22 17:50:00,112,ORD,GRB,0.0,0.0,58.0,0.0,112.0,23.9,11.6,46.0,0.0,180.0,5.4,1012.4
83348,83348,2008-06-22 15:49:00,2008-06-22 16:00:00,2008-06-22 15:56:00,7,ORD,CLE,0.0,0.0,8.0,0.0,7.0,23.9,11.6,46.0,0.0,180.0,5.4,1012.4
83363,83363,2008-06-22 16:43:00,2008-06-22 17:00:00,2008-06-22 17:26:00,43,ORD,MSN,0.0,0.0,45.0,0.0,0.0,25.0,9.3,37.0,0.0,,9.4,1012.2
83358,83358,2008-06-22 16:46:00,2008-06-22 17:00:00,2008-06-22 17:49:00,63,ORD,MDT,0.0,0.0,33.0,0.0,63.0,25.0,9.3,37.0,0.0,,9.4,1012.2
83343,83343,2008-06-22 16:45:00,2008-06-22 17:00:00,2008-06-22 17:49:00,64,ORD,CAE,0.0,0.0,2.0,0.0,64.0,25.0,9.3,37.0,0.0,,9.4,1012.2
83341,83341,2008-06-22 18:20:00,2008-06-22 18:00:00,2008-06-22 21:03:00,163,ORD,CAE,157.0,0.0,0.0,0.0,0.0,25.6,9.0,35.0,0.0,310.0,18.4,1011.5
85370,85370,2008-06-22 17:46:00,2008-06-22 18:00:00,2008-06-22 18:36:00,50,ORD,CID,0.0,0.0,16.0,0.0,50.0,25.6,9.0,35.0,0.0,310.0,18.4,1011.5
83374,83374,2008-06-22 17:52:00,2008-06-22 18:00:00,2008-06-22 19:17:00,85,ORD,TVC,85.0,0.0,0.0,0.0,0.0,25.6,9.0,35.0,0.0,310.0,18.4,1011.5
83779,83779,2008-06-22 19:15:00,2008-06-22 19:00:00,2008-06-22 20:40:00,85,ORD,CVG,0.0,83.0,0.0,0.0,0.0,25.0,8.5,35.0,0.0,300.0,16.6,1010.8
83333,83333,2008-06-22 19:05:00,2008-06-22 19:00:00,2008-06-22 21:45:00,160,ORD,ABE,0.0,0.0,7.0,0.0,160.0,25.0,8.5,35.0,0.0,300.0,16.6,1010.8
83350,83350,2008-06-22 18:31:00,2008-06-22 19:00:00,2008-06-22 18:45:00,14,ORD,CLT,0.0,53.0,0.0,0.0,0.0,25.0,8.5,35.0,0.0,300.0,16.6,1010.8
83334,83334,2008-06-22 19:34:00,2008-06-22 20:00:00,2008-06-22 20:34:00,60,ORD,ATL,55.0,0.0,0.0,0.0,0.0,26.1,7.7,31.0,0.0,,11.2,1010.2
83346,83346,2008-06-22 19:55:00,2008-06-22 20:00:00,2008-06-22 20:52:00,57,ORD,CHS,64.0,0.0,0.0,0.0,0.0,26.1,7.7,31.0,0.0,,11.2,1010.2
82413,82413,2008-06-22 20:00:00,2008-06-22 20:00:00,2008-06-22 20:33:00,33,ORD,CLE,0.0,0.0,10.0,0.0,32.0,26.1,7.7,31.0,0.0,,11.2,1010.2
85377,85377,2008-06-22 21:11:00,2008-06-22 21:00:00,2008-06-22 23:08:00,117,ORD,BMI,7.0,0.0,0.0,0.0,100.0,26.7,9.5,34.0,0.0,330.0,22.3,1010.0
85394,85394,2008-06-22 21:06:00,2008-06-22 21:00:00,2008-06-22 22:09:00,63,ORD,ABE,0.0,0.0,13.0,0.0,63.0,26.7,9.5,34.0,0.0,330.0,22.3,1010.0
83349,83349,2008-06-22 21:24:00,2008-06-22 21:00:00,2008-06-22 21:24:00,0,ORD,CLE,0.0,0.0,28.0,0.0,0.0,26.7,9.5,34.0,0.0,330.0,22.3,1010.0
85407,85407,2008-06-22 22:04:00,2008-06-22 22:00:00,2008-06-22 22:05:00,1,ORD,FWA,1.0,0.0,15.0,0.0,0.0,24.4,11.7,45.0,0.3,300.0,13.0,1010.4
83369,83369,2008-06-22 22:13:00,2008-06-22 22:00:00,2008-06-22 22:21:00,8,ORD,SBN,,,,,,24.4,11.7,45.0,0.3,300.0,13.0,1010.4
83347,83347,2008-06-22 21:40:00,2008-06-22 22:00:00,2008-06-22 23:25:00,105,ORD,CID,0.0,0.0,0.0,0.0,94.0,24.4,11.7,45.0,0.3,300.0,13.0,1010.4
89555,89555,2008-06-22 22:49:00,2008-06-22 23:00:00,2008-06-22 22:49:00,0,ORD,DEN,,,,,,21.1,12.8,59.0,0.3,30.0,24.1,1011.4
90404,90404,2008-06-22 22:43:00,2008-06-22 23:00:00,2008-06-22 23:23:00,40,ORD,SEA,0.0,0.0,0.0,0.0,26.0,21.1,12.8,59.0,0.3,30.0,24.1,1011.4
87872,87872,2008-06-22 22:34:00,2008-06-22 23:00:00,2008-06-22 22:50:00,16,ORD,MSP,,,,,,21.1,12.8,59.0,0.3,30.0,24.1,1011.4
85457,85457,2008-06-23 06:05:00,2008-06-23 06:00:00,2008-06-23 06:07:00,2,ORD,CVG,,,,,,15.0,11.8,81.0,0.0,270.0,5.4,1013.0
85515,85515,2008-06-23 06:00:00,2008-06-23 06:00:00,2008-06-23 06:05:00,5,ORD,SYR,,,,,,15.0,11.8,81.0,0.0,270.0,5.4,1013.0
83403,83403,2008-06-23 06:15:00,2008-06-23 06:00:00,2008-06-23 06:15:00,0,ORD,SBN,,,,,,15.0,11.8,81.0,0.0,270.0,5.4,1013.0
83398,83398,2008-06-23 06:32:00,2008-06-23 07:00:00,2008-06-23 07:53:00,81,ORD,RDU,71.0,0.0,0.0,0.0,0.0,14.4,11.2,81.0,0.0,270.0,5.4,1013.4
83387,83387,2008-06-23 07:10:00,2008-06-23 07:00:00,2008-06-23 10:05:00,175,ORD,FWA,0.0,0.0,0.0,0.0,173.0,14.4,11.2,81.0,0.0,270.0,5.4,1013.4
83393,83393,2008-06-23 06:45:00,2008-06-23 07:00:00,2008-06-23 06:46:00,1,ORD,MSN,,,,,,14.4,11.2,81.0,0.0,270.0,5.4,1013.4
83781,83781,2008-06-23 07:40:00,2008-06-23 08:00:00,2008-06-23 07:40:00,0,ORD,CVG,,,,,,15.0,11.8,81.0,0.0,320.0,9.4,1013.4
85463,85463,2008-06-23 08:19:00,2008-06-23 08:00:00,2008-06-23 08:29:00,10,ORD,AUS,,,,,,15.0,11.8,81.0,0.0,320.0,9.4,1013.4
83380,83380,2008-06-23 07:34:00,2008-06-23 08:00:00,2008-06-23 08:00:00,26,ORD,CHS,,,,,,15.0,11.8,81.0,0.0,320.0,9.4,1013.4
83392,83392,2008-06-23 08:35:00,2008-06-23 09:00:00,2008-06-23 08:35:00,0,ORD,MHT,,,,,,14.4,11.7,84.0,0.0,310.0,11.2,1013.8
83389,83389,2008-06-23 09:04:00,2008-06-23 09:00:00,2008-06-23 10:05:00,61,ORD,GSP,39.0,0.0,0.0,0.0,0.0,14.4,11.7,84.0,0.0,310.0,11.2,1013.8
83388,83388,2008-06-23 09:10:00,2008-06-23 09:00:00,2008-06-23 09:27:00,17,ORD,GRR,,,,,,14.4,11.7,84.0,0.0,310.0,11.2,1013.8
83783,83783,2008-06-23 09:35:00,2008-06-23 10:00:00,2008-06-23 11:45:00,130,ORD,JFK,130.0,0.0,41.0,0.0,0.0,13.9,11.8,87.0,0.0,320.0,9.4,1014.2
83408,83408,2008-06-23 10:17:00,2008-06-23 10:00:00,2008-06-23 11:00:00,43,ORD,TVC,38.0,0.0,0.0,0.0,0.0,13.9,11.8,87.0,0.0,320.0,9.4,1014.2
83383,83383,2008-06-23 09:47:00,2008-06-23 10:00:00,2008-06-23 09:47:00,0,ORD,CID,,,,,,13.9,11.8,87.0,0.0,320.0,9.4,1014.2
85474,85474,2008-06-23 11:02:00,2008-06-23 11:00:00,2008-06-23 11:25:00,23,ORD,LAN,17.0,0.0,0.0,0.0,0.0,14.4,11.7,84.0,0.0,320.0,11.2,1015.0
85486,85486,2008-06-23 11:00:00,2008-06-23 11:00:00,2008-06-23 11:22:00,22,ORD,LEX,,,,,,14.4,11.7,84.0,0.0,320.0,11.2,1015.0
83378,83378,2008-06-23 11:22:00,2008-06-23 11:00:00,2008-06-23 12:49:00,87,ORD,BNA,75.0,0.0,0.0,0.0,0.0,14.4,11.7,84.0,0.0,320.0,11.2,1015.0
83382,83382,2008-06-23 11:31:00,2008-06-23 12:00:00,2008-06-23 12:53:00,82,ORD,CHS,76.0,0.0,0.0,0.0,0.0,15.6,12.2,80.0,0.0,350.0,13.0,1015.4
82428,82428,2008-06-23 12:10:00,2008-06-23 12:00:00,2008-06-23 12:32:00,22,ORD,IAH,,,,,,15.6,12.2,80.0,0.0,350.0,13.0,1015.4
83385,83385,2008-06-23 11:57:00,2008-06-23 12:00:00,2008-06-23 12:29:00,32,ORD,COS,0.0,0.0,0.0,0.0,23.0,15.6,12.2,80.0,0.0,350.0,13.0,1015.4
85458,85458,2008-06-23 13:15:00,2008-06-23 13:00:00,2008-06-23 13:29:00,14,ORD,SLC,,,,,,17.2,12.7,75.0,0.0,,11.2,1015.7
85475,85475,2008-06-23 13:13:00,2008-06-23 13:00:00,2008-06-23 13:28:00,15,ORD,AZO,,,,,,17.2,12.7,75.0,0.0,,11.2,1015.7
83409,83409,2008-06-23 13:06:00,2008-06-23 13:00:00,2008-06-23 13:06:00,0,ORD,TVC,,,,,,17.2,12.7,75.0,0.0,,11.2,1015.7
83404,83404,2008-06-23 13:54:00,2008-06-23 14:00:00,2008-06-23 16:25:00,151,ORD,SBN,146.0,0.0,0.0,0.0,0.0,18.9,12.2,65.0,0.0,10.0,13.0,1016.0
85503,85503,2008-06-23 14:07:00,2008-06-23 14:00:00,2008-06-23 14:08:00,1,ORD,ORF,,,,,,18.9,12.2,65.0,0.0,10.0,13.0,1016.0
85469,85469,2008-06-23 14:06:00,2008-06-23 14:00:00,2008-06-23 14:35:00,29,ORD,AVP,29.0,0.0,17.0,0.0,0.0,18.9,12.2,65.0,0.0,10.0,13.0,1016.0
87054,87054,2008-06-23 15:00:00,2008-06-23 15:00:00,2008-06-23 15:06:00,6,ORD,SMF,,,,,,20.0,12.3,61.0,0.0,30.0,18.4,1016.3
88607,88607,2008-06-23 14:55:00,2008-06-23 15:00:00,2008-06-23 15:05:00,10,ORD,PDX,9.0,0.0,21.0,0.0,1.0,20.0,12.3,61.0,0.0,30.0,18.4,1016.3
88529,88529,2008-06-23 14:32:00,2008-06-23 15:00:00,2008-06-23 14:37:00,5,ORD,DTW,,,,,,20.0,12.3,61.0,0.0,30.0,18.4,1016.3
83399,83399,2008-06-23 15:57:00,2008-06-23 16:00:00,2008-06-23 17:06:00,69,ORD,RDU,77.0,0.0,0.0,0.0,0.0,21.1,12.3,57.0,0.0,70.0,9.4,1017.2
83407,83407,2008-06-23 16:20:00,2008-06-23 16:00:00,2008-06-23 19:03:00,163,ORD,SYR,0.0,0.0,153.0,0.0,0.0,21.1,12.3,57.0,0.0,70.0,9.4,1017.2
83390,83390,2008-06-23 16:15:00,2008-06-23 16:00:00,2008-06-23 18:19:00,124,ORD,MBS,0.0,0.0,3.0,0.0,124.0,21.1,12.3,57.0,0.0,70.0,9.4,1017.2
83405,83405,2008-06-23 17:07:00,2008-06-23 17:00:00,2008-06-23 18:03:00,56,ORD,SBN,42.0,0.0,0.0,0.0,0.0,22.2,12.7,55.0,0.0,60.0,9.4,1017.6
83395,83395,2008-06-23 16:44:00,2008-06-23 17:00:00,2008-06-23 19:32:00,168,ORD,MSN,0.0,0.0,0.0,0.0,158.0,22.2,12.7,55.0,0.0,60.0,9.4,1017.6
83406,83406,2008-06-23 16:55:00,2008-06-23 17:00:00,2008-06-23 18:28:00,93,ORD,SPI,105.0,0.0,0.0,0.0,0.0,22.2,12.7,55.0,0.0,60.0,9.4,1017.6
83397,83397,2008-06-23 18:05:00,2008-06-23 18:00:00,2008-06-23 21:22:00,197,ORD,ORF,0.0,189.0,0.0,0.0,0.0,22.2,12.2,53.0,0.0,60.0,11.2,1017.7
83384,83384,2008-06-23 18:20:00,2008-06-23 18:00:00,2008-06-23 18:20:00,0,ORD,CLT,,,,,,22.2,12.2,53.0,0.0,60.0,11.2,1017.7
83379,83379,2008-06-23 18:12:00,2008-06-23 18:00:00,2008-06-23 18:23:00,11,ORD,CAE,,,,,,22.2,12.2,53.0,0.0,60.0,11.2,1017.7
83376,83376,2008-06-23 19:04:00,2008-06-23 19:00:00,2008-06-23 19:04:00,0,ORD,ABE,0.0,0.0,47.0,0.0,0.0,21.7,12.3,55.0,0.0,,0.0,1017.9
83784,83784,2008-06-23 19:15:00,2008-06-23 19:00:00,2008-06-23 19:30:00,15,ORD,CVG,0.0,0.0,40.0,0.0,0.0,21.7,12.3,55.0,0.0,,0.0,1017.9
86319,86319,2008-06-23 18:44:00,2008-06-23 19:00:00,2008-06-23 18:50:00,6,ORD,LAX,,,,,,21.7,12.3,55.0,0.0,,0.0,1017.9
83386,83386,2008-06-23 19:55:00,2008-06-23 20:00:00,2008-06-23 20:13:00,18,ORD,CWA,,,,,,23.9,11.2,45.0,0.0,,7.6,1017.8
83381,83381,2008-06-23 19:55:00,2008-06-23 20:00:00,2008-06-23 21:09:00,74,ORD,CHS,65.0,0.0,0.0,0.0,0.0,23.9,11.2,45.0,0.0,,7.6,1017.8
83377,83377,2008-06-23 19:35:00,2008-06-23 20:00:00,2008-06-23 20:18:00,43,ORD,ATL,35.0,0.0,0.0,0.0,0.0,23.9,11.2,45.0,0.0,,7.6,1017.8
83401,83401,2008-06-23 21:11:00,2008-06-23 21:00:00,2008-06-23 21:51:00,40,ORD,ROC,52.0,0.0,0.0,0.0,0.0,22.8,13.8,57.0,0.0,70.0,20.5,1017.8
83410,83410,2008-06-23 21:30:00,2008-06-23 21:00:00,2008-06-23 22:24:00,54,ORD,TVC,0.0,64.0,0.0,0.0,0.0,22.8,13.8,57.0,0.0,70.0,20.5,1017.8
85464,85464,2008-06-23 21:11:00,2008-06-23 21:00:00,2008-06-23 21:30:00,19,ORD,BMI,,,,,,22.8,13.8,57.0,0.0,70.0,20.5,1017.8
85501,85501,2008-06-23 21:48:00,2008-06-23 22:00:00,2008-06-23 23:02:00,74,ORD,DTW,63.0,0.0,0.0,0.0,0.0,23.3,14.0,56.0,0.0,70.0,16.6,1017.5
83402,83402,2008-06-23 22:09:00,2008-06-23 22:00:00,2008-06-23 22:45:00,36,ORD,SBN,35.0,0.0,0.0,0.0,0.0,23.3,14.0,56.0,0.0,70.0,16.6,1017.5
83396,83396,2008-06-23 22:03:00,2008-06-23 22:00:00,2008-06-23 23:07:00,64,ORD,MSN,62.0,0.0,0.0,0.0,0.0,23.3,14.0,56.0,0.0,70.0,16.6,1017.5
89556,89556,2008-06-23 22:52:00,2008-06-23 23:00:00,2008-06-23 23:26:00,34,ORD,DEN,0.0,0.0,16.0,0.0,31.0,20.6,13.3,63.0,0.0,60.0,16.6,1018.4
89899,89899,2008-06-23 22:45:00,2008-06-23 23:00:00,2008-06-23 22:48:00,3,ORD,DSM,,,,,,20.6,13.3,63.0,0.0,60.0,16.6,1018.4
87873,87873,2008-06-23 22:35:00,2008-06-23 23:00:00,2008-06-23 00:36:00,121,ORD,MSP,0.0,0.0,0.0,0.0,105.0,20.6,13.3,63.0,0.0,60.0,16.6,1018.4
83437,83437,2008-06-24 06:15:00,2008-06-24 06:00:00,2008-06-24 06:30:00,15,ORD,SBN,15.0,0.0,0.0,0.0,0.0,13.9,11.1,83.0,0.0,,0.0,1020.7
83427,83427,2008-06-24 06:02:00,2008-06-24 06:00:00,2008-06-24 06:02:00,0,ORD,JAX,,,,,,13.9,11.1,83.0,0.0,,0.0,1020.7
83433,83433,2008-06-24 06:00:00,2008-06-24 06:00:00,2008-06-24 06:12:00,12,ORD,ORF,,,,,,13.9,11.1,83.0,0.0,,0.0,1020.7
83436,83436,2008-06-24 06:32:00,2008-06-24 07:00:00,2008-06-24 07:35:00,63,ORD,RDU,60.0,0.0,0.0,0.0,0.0,13.3,11.2,87.0,0.0,,0.0,1020.8
83431,83431,2008-06-24 07:22:00,2008-06-24 07:00:00,2008-06-24 07:29:00,7,ORD,MLI,,,,,,13.3,11.2,87.0,0.0,,0.0,1020.8
85528,85528,2008-06-24 06:48:00,2008-06-24 07:00:00,2008-06-24 07:06:00,18,ORD,TYS,,,,,,13.3,11.2,87.0,0.0,,0.0,1020.8
83414,83414,2008-06-24 08:26:00,2008-06-24 08:00:00,2008-06-24 09:09:00,43,ORD,BHM,36.0,0.0,0.0,0.0,0.0,14.4,11.2,81.0,0.0,260.0,5.4,1021.2
83416,83416,2008-06-24 07:34:00,2008-06-24 08:00:00,2008-06-24 08:21:00,47,ORD,CHS,50.0,0.0,0.0,0.0,0.0,14.4,11.2,81.0,0.0,260.0,5.4,1021.2
83785,83785,2008-06-24 07:40:00,2008-06-24 08:00:00,2008-06-24 07:40:00,0,ORD,CVG,,,,,,14.4,11.2,81.0,0.0,260.0,5.4,1021.2
83426,83426,2008-06-24 09:10:00,2008-06-24 09:00:00,2008-06-24 09:10:00,0,ORD,GRR,,,,,,13.9,11.8,87.0,0.0,,0.0,1021.4
83429,83429,2008-06-24 09:00:00,2008-06-24 09:00:00,2008-06-24 09:25:00,25,ORD,MDT,,,,,,13.9,11.8,87.0,0.0,,0.0,1021.4
83435,83435,2008-06-24 09:06:00,2008-06-24 09:00:00,2008-06-24 10:21:00,75,ORD,PWM,68.0,0.0,0.0,0.0,0.0,13.9,11.8,87.0,0.0,,0.0,1021.4
83418,83418,2008-06-24 09:47:00,2008-06-24 10:00:00,2008-06-24 10:22:00,35,ORD,CID,25.0,0.0,0.0,0.0,0.0,14.4,11.2,81.0,0.0,,0.0,1021.4
83412,83412,2008-06-24 10:06:00,2008-06-24 10:00:00,2008-06-24 10:06:00,0,ORD,ATW,,,,,,14.4,11.2,81.0,0.0,,0.0,1021.4
83787,83787,2008-06-24 09:35:00,2008-06-24 10:00:00,2008-06-24 09:35:00,0,ORD,JFK,,,,,,14.4,11.2,81.0,0.0,,0.0,1021.4
85532,85532,2008-06-24 10:59:00,2008-06-24 11:00:00,2008-06-24 11:25:00,26,ORD,LAN,0.0,0.0,0.0,0.0,26.0,13.9,11.8,87.0,0.0,,0.0,1022.3
83423,83423,2008-06-24 10:56:00,2008-06-24 11:00:00,2008-06-24 11:13:00,17,ORD,DTW,,,,,,13.9,11.8,87.0,0.0,,0.0,1022.3
83420,83420,2008-06-24 11:30:00,2008-06-24 11:00:00,2008-06-24 11:37:00,7,ORD,CLT,,,,,,13.9,11.8,87.0,0.0,,0.0,1022.3
83421,83421,2008-06-24 11:57:00,2008-06-24 12:00:00,2008-06-24 12:40:00,43,ORD,COS,33.0,0.0,0.0,0.0,0.0,16.1,13.2,83.0,0.0,,0.0,1022.8
82387,82387,2008-06-24 12:10:00,2008-06-24 12:00:00,2008-06-24 12:12:00,2,ORD,IAH,,,,,,16.1,13.2,83.0,0.0,,0.0,1022.8
83432,83432,2008-06-24 11:57:00,2008-06-24 12:00:00,2008-06-24 11:58:00,1,ORD,MSN,,,,,,16.1,13.2,83.0,0.0,,0.0,1022.8
83413,83413,2008-06-24 13:23:00,2008-06-24 13:00:00,2008-06-24 14:19:00,56,ORD,AUS,51.0,0.0,0.0,0.0,0.0,17.8,12.9,73.0,0.0,220.0,9.4,1023.2
83428,83428,2008-06-24 13:11:00,2008-06-24 13:00:00,2008-06-24 13:14:00,3,ORD,MBS,,,,,,17.8,12.9,73.0,0.0,220.0,9.4,1023.2
83425,83425,2008-06-24 13:02:00,2008-06-24 13:00:00,2008-06-24 13:03:00,1,ORD,GRB,,,,,,17.8,12.9,73.0,0.0,220.0,9.4,1023.2
83417,83417,2008-06-24 13:39:00,2008-06-24 14:00:00,2008-06-24 14:07:00,28,ORD,CHS,15.0,0.0,0.0,0.0,0.0,21.1,11.1,53.0,0.0,210.0,7.6,1022.9
85517,85517,2008-06-24 13:51:00,2008-06-24 14:00:00,2008-06-24 14:09:00,18,ORD,CVG,,,,,,21.1,11.1,53.0,0.0,210.0,7.6,1022.9
83415,83415,2008-06-24 14:15:00,2008-06-24 14:00:00,2008-06-24 14:20:00,5,ORD,CAE,,,,,,21.1,11.1,53.0,0.0,210.0,7.6,1022.9
83422,83422,2008-06-24 14:45:00,2008-06-24 15:00:00,2008-06-24 14:54:00,9,ORD,COS,17.0,0.0,0.0,0.0,0.0,23.3,11.7,48.0,0.0,200.0,9.4,1023.0
85531,85531,2008-06-24 14:55:00,2008-06-24 15:00:00,2008-06-24 15:19:00,24,ORD,MSN,17.0,0.0,0.0,0.0,0.0,23.3,11.7,48.0,0.0,200.0,9.4,1023.0
85519,85519,2008-06-24 15:19:00,2008-06-24 15:00:00,2008-06-24 15:19:00,0,ORD,DSM,,,,,,23.3,11.7,48.0,0.0,200.0,9.4,1023.0
85525,85525,2008-06-24 15:58:00,2008-06-24 16:00:00,2008-06-24 16:05:00,7,ORD,CAK,,,,,,24.4,12.4,47.0,0.0,190.0,9.4,1023.2
83438,83438,2008-06-24 16:20:00,2008-06-24 16:00:00,2008-06-24 19:18:00,178,ORD,SYR,175.0,0.0,0.0,0.0,0.0,24.4,12.4,47.0,0.0,190.0,9.4,1023.2
83424,83424,2008-06-24 15:55:00,2008-06-24 16:00:00,2008-06-24 15:56:00,1,ORD,GRB,,,,,,24.4,12.4,47.0,0.0,190.0,9.4,1023.2
83430,83430,2008-06-24 17:00:00,2008-06-24 17:00:00,2008-06-24 17:31:00,31,ORD,MLI,,,,,,24.4,10.7,42.0,0.0,160.0,9.4,1022.8
85524,85524,2008-06-24 17:05:00,2008-06-24 17:00:00,2008-06-24 17:05:00,0,ORD,MKE,,,,,,24.4,10.7,42.0,0.0,160.0,9.4,1022.8
85543,85543,2008-06-24 16:55:00,2008-06-24 17:00:00,2008-06-24 17:05:00,10,ORD,OKC,,,,,,24.4,10.7,42.0,0.0,160.0,9.4,1022.8
85527,85527,2008-06-24 17:59:00,2008-06-24 18:00:00,2008-06-24 18:00:00,1,ORD,SDF,,,,,,25.0,9.3,37.0,0.0,220.0,14.8,1022.4
83434,83434,2008-06-24 18:05:00,2008-06-24 18:00:00,2008-06-24 18:43:00,38,ORD,ORF,0.0,0.0,0.0,0.0,35.0,25.0,9.3,37.0,0.0,220.0,14.8,1022.4
83419,83419,2008-06-24 18:20:00,2008-06-24 18:00:00,2008-06-24 18:49:00,29,ORD,CLT,16.0,0.0,0.0,0.0,0.0,25.0,9.3,37.0,0.0,220.0,14.8,1022.4
86320,86320,2008-06-24 18:44:00,2008-06-24 19:00:00,2008-06-24 18:53:00,9,ORD,LAX,,,,,,26.1,9.9,36.0,0.0,,7.6,1021.8
83411,83411,2008-06-24 19:04:00,2008-06-24 19:00:00,2008-06-24 19:43:00,39,ORD,ABE,0.0,0.0,21.0,0.0,39.0,26.1,9.9,36.0,0.0,,7.6,1021.8
83788,83788,2008-06-24 19:15:00,2008-06-24 19:00:00,2008-06-24 20:27:00,72,ORD,CVG,0.0,0.0,5.0,0.0,72.0,26.1,9.9,36.0,0.0,,7.6,1021.8
